temperature,floor1,floor2,floor3,floor4,areaEvaluated
20,94,76,69,78,298
23,81,109,92,105,212
21,96,106,89,69,214
19,60,104,85,107,227
21,70,91,110,95,275
17,82,96,67,58,221
22,81,63,54,64,338
15,67,85,93,61,307
17,78,108,62,105,302
19,91,94,83,93,259
20,51,107,80,56,213
20,87,55,98,61,212
15,53,91,73,84,319
17,72,84,62,96,290
20,64,51,100,89,339
18,53,80,72,99,161
19,91,86,85,68,315
20,96,105,73,98,301
18,101,101,93,57,338
17,88,69,98,58,227
16,69,73,61,62,255
18,59,79,67,105,166
16,78,59,104,84,265
18,65,102,109,56,225
21,107,93,89,86,206
16,54,67,78,61,217
22,101,83,56,53,331
19,52,79,56,59,152
23,99,50,99,90,209
19,84,68,102,87,252
17,57,81,104,68,320
19,72,109,70,52,293
21,77,78,103,88,306
21,87,67,106,102,337
23,72,89,56,53,309
24,108,53,102,105,231
18,106,82,107,63,211
24,71,105,67,64,217
21,80,76,101,68,276
16,83,61,94,79,162
23,109,62,103,92,254
17,51,87,53,108,203
18,109,89,109,91,162
17,78,86,73,75,312
23,90,88,57,61,175
18,62,76,64,86,275
22,67,66,90,58,159
15,84,93,66,80,226
17,80,57,71,76,241
18,104,105,64,53,315
17,101,102,51,77,170
21,64,75,102,87,187
22,73,65,88,97,327
15,52,107,52,67,321
19,64,67,72,98,290
23,90,73,92,50,322
17,72,106,87,83,282
21,104,85,90,86,334
19,67,109,60,73,179
15,53,98,56,108,206
18,105,104,75,51,333
17,68,66,58,76,311
21,89,101,72,79,291
19,57,83,82,61,304
23,85,62,51,57,194
19,74,104,59,61,262
15,74,108,90,67,324
15,102,83,86,88,182
23,56,104,104,51,184
15,84,110,70,76,214
21,79,55,108,53,244
20,99,62,94,98,273
17,60,95,108,101,220
16,99,64,90,92,338
17,87,59,58,100,323
17,71,52,57,90,331
21,86,94,89,87,288
16,108,71,99,107,178
17,62,60,107,104,261
20,91,53,61,97,310
17,97,95,109,90,190
20,83,97,105,72,305
21,102,62,90,85,158
21,76,101,92,93,153
19,63,54,63,67,229
23,75,53,70,108,181
22,96,108,90,53,270
22,53,51,106,74,289
22,83,54,83,102,267
24,107,80,82,105,177
15,56,74,77,81,245
21,86,52,82,74,238
23,54,89,70,76,210
17,92,55,96,110,270
18,67,97,64,78,166
16,87,89,103,59,277
19,109,88,104,102,339
24,75,62,98,97,193
18,109,97,96,60,333
16,92,58,71,92,192
22,83,106,53,83,285
24,61,96,76,66,290
19,55,62,87,78,284
23,59,81,95,59,299
20,110,67,60,50,322
22,50,96,78,102,287
15,106,95,55,99,257
16,55,80,91,53,290
17,104,81,81,64,316
19,75,56,60,76,220
22,103,90,55,91,187
15,75,90,101,53,328
21,109,60,85,69,156
22,61,90,105,55,152
18,100,77,52,90,167
19,106,97,69,97,181
22,87,101,54,76,239
23,54,53,80,63,297
18,54,82,107,70,161
19,72,71,109,104,296
22,74,94,62,53,165
16,66,73,103,54,284
16,89,105,88,108,280
17,82,62,57,90,189
16,59,83,88,72,333
15,56,55,55,84,304
19,88,86,92,77,161
16,99,50,105,51,324
23,98,97,97,97,340
19,58,91,76,108,337
24,77,105,73,65,201
20,103,67,84,56,282
15,100,71,91,72,334
19,71,108,94,100,207
17,70,98,77,52,174
15,68,105,100,94,276
21,105,53,87,85,156
19,85,52,90,101,336
20,84,63,72,96,266
20,92,89,68,85,254
22,50,61,100,73,160
18,59,76,55,99,240
23,107,93,95,107,191
21,94,75,75,95,238
18,78,97,70,78,331
20,52,70,71,64,281
17,80,58,95,87,296
22,100,88,96,108,203
15,76,83,75,105,211
15,110,76,93,54,321
21,76,105,71,52,156
23,76,72,76,67,180
15,80,79,90,51,244
20,63,63,96,106,291
19,61,73,64,58,218
16,102,103,100,109,323
15,109,104,69,68,256
16,65,88,52,99,153
19,90,56,93,83,215
15,82,56,55,79,267
17,100,69,102,65,184
20,96,72,95,104,270
23,76,98,100,87,327
15,63,55,70,89,242
20,109,53,74,63,156
16,90,75,82,59,246
23,105,71,110,93,204
21,71,51,102,89,216
21,60,84,65,85,163
23,87,93,67,77,205
21,55,79,103,103,174
24,96,67,92,105,297
18,99,107,79,84,265
18,109,110,52,61,250
17,64,92,87,92,267
20,61,89,109,63,291
15,94,50,99,68,220
20,52,59,76,81,219
16,60,108,79,110,186
18,50,70,97,79,263
17,72,76,60,70,331
20,61,90,107,104,302
18,81,82,62,61,175
24,53,86,103,107,243
21,53,51,82,74,296
20,67,57,50,52,331
18,50,57,84,58,231
19,102,67,73,110,243
24,68,102,98,51,175
15,76,88,75,81,191
22,103,90,97,52,234
18,69,87,74,104,332
21,104,98,66,74,166
18,99,91,80,76,261
21,81,80,54,56,286
15,88,50,87,68,299
20,87,93,110,63,162
20,106,57,85,87,160
16,66,62,62,67,278
23,83,81,92,83,331
18,84,100,83,103,257
19,68,88,59,103,155
24,62,90,104,61,336
24,67,65,106,61,300
24,101,104,67,78,337
23,60,72,68,59,301
20,50,105,102,95,224
22,91,61,56,53,323
17,56,110,65,64,272
19,109,54,67,58,156
18,64,54,68,72,271
24,92,83,102,81,192
17,51,54,104,78,226
19,99,100,107,64,171
22,85,67,78,50,288
19,77,87,96,67,193
19,110,59,60,54,289
20,57,88,74,87,154
21,82,96,107,76,194
18,96,97,72,60,169
24,53,91,51,99,281
24,85,101,75,58,305
16,98,100,95,81,259
18,85,93,96,70,298
20,81,84,98,95,239
23,68,92,78,62,287
17,65,93,52,66,176
20,103,102,106,68,172
15,73,66,80,57,320
16,105,104,56,99,273
24,108,58,105,79,172
15,58,63,86,51,210
20,62,55,105,67,167
22,63,97,70,72,271
18,65,65,83,95,234
16,86,90,104,98,307
15,91,77,60,50,213
15,57,97,92,50,185
19,100,63,62,75,193
19,106,76,58,74,244
20,103,56,81,57,340
17,54,68,56,97,247
23,52,54,87,84,160
21,77,104,107,91,329
16,83,105,68,93,283
20,94,59,67,78,214
22,62,103,79,110,194
23,96,75,73,93,240
15,70,56,94,69,186
16,76,106,74,70,214
19,93,77,85,65,270
18,100,52,57,71,284
21,76,70,57,82,223
19,52,86,98,96,186
24,91,64,53,59,297
16,91,109,71,83,270
15,106,83,54,85,218
16,90,103,69,99,169
20,80,64,81,89,317
23,58,74,102,97,166
20,69,81,75,94,250
18,72,61,87,106,187
19,67,61,86,99,185
17,64,65,60,54,281
18,97,63,96,103,282
18,86,64,64,107,211
17,58,89,89,57,152
15,84,71,91,91,186
22,76,97,85,77,248
17,81,80,103,92,309
17,93,52,73,107,208
21,50,67,87,68,207
15,76,56,53,94,253
15,92,88,102,55,261
22,76,86,107,101,258
22,60,67,107,56,227
22,105,61,106,94,236
17,94,56,60,75,159
17,92,86,103,100,165
19,50,58,52,51,221
24,90,56,74,94,220
21,71,83,90,74,187
18,61,75,83,95,232
23,64,98,101,102,219
15,85,92,86,102,290
24,53,58,64,64,298
19,82,50,91,78,201
18,76,103,104,82,273
18,108,87,68,87,234
19,54,109,53,62,262
22,86,108,82,78,244
19,95,83,88,55,294
19,67,58,77,53,239
21,76,90,93,51,290
22,80,54,73,59,197
23,93,105,62,57,189
21,67,71,64,87,244
24,56,74,53,50,267
15,50,56,108,86,240
17,62,76,110,75,207
15,72,89,105,88,323
24,94,77,65,88,244
15,95,104,70,101,150
23,62,57,88,77,203
21,87,61,55,81,193
19,86,104,99,73,223
18,51,79,62,63,177
16,60,82,81,109,296
24,62,55,93,65,158
21,60,77,56,54,332
16,103,74,66,77,179
16,53,55,63,100,327
18,92,80,73,59,233
23,103,62,100,107,158
24,76,70,73,72,227
18,84,86,75,58,308
17,56,83,54,88,159
23,74,50,76,89,277
16,100,110,74,88,282
16,76,52,103,86,238
24,63,88,103,55,330
15,96,91,82,56,295
15,84,59,63,59,216
23,81,103,76,55,206
15,89,90,72,69,263
18,60,61,89,93,241
21,56,90,104,100,172
17,71,102,109,79,245
18,105,70,96,68,190
15,58,107,91,52,314
20,84,60,84,109,204
20,97,60,71,56,194
19,101,100,92,56,232
20,103,69,50,71,302
15,108,93,77,53,307
16,91,75,97,71,307
16,50,73,72,103,322
20,98,99,96,78,283
17,57,56,57,71,192
22,95,94,89,71,232
22,70,78,57,91,285
19,86,67,91,60,206
23,99,109,83,103,163
21,81,78,62,62,265
15,94,73,82,107,259
24,103,63,91,85,326
21,99,53,88,83,338
22,61,94,65,63,200
18,64,103,94,57,192
24,61,65,95,75,310
22,53,63,87,100,168
18,57,73,73,51,235
19,62,51,79,50,196
24,59,54,90,82,229
17,102,57,105,74,296
23,56,94,108,62,245
17,104,100,77,92,188
19,110,73,76,103,337
21,77,74,83,109,197
17,87,107,62,50,277
15,63,56,73,66,156
21,87,55,94,108,257
21,85,61,81,70,298
20,89,87,99,65,214
17,86,60,61,106,241
20,96,61,77,55,258
23,72,63,93,77,235
24,108,50,80,93,282
15,75,66,91,72,206
17,79,84,83,64,163
20,72,69,58,84,227
24,93,99,81,104,155
18,74,99,99,106,288
22,77,90,56,93,222
17,70,73,59,97,280
21,108,92,62,110,287
20,105,75,82,53,191
19,55,90,103,75,197
16,110,59,57,62,323
15,89,68,104,78,155
16,109,51,79,58,315
18,107,50,63,86,228
19,67,110,66,100,214
23,94,110,90,60,177
15,86,108,106,56,297
24,68,50,63,93,179
24,107,96,101,58,318
16,83,86,93,89,304
18,65,61,92,102,179
23,59,62,108,80,319
18,82,53,57,93,236
17,89,95,101,62,188
22,82,59,84,88,188
16,92,110,96,63,257
22,59,55,77,108,186
22,62,82,70,73,216
18,62,51,66,103,289
15,75,72,71,51,259
23,80,54,72,77,340
15,67,52,52,104,308
24,57,99,84,103,237
15,58,81,110,82,211
19,97,52,91,103,197
21,108,61,97,72,206
18,88,59,74,82,155
21,62,67,52,79,197
15,92,68,75,53,195
15,108,82,96,100,167
21,74,76,90,57,208
18,99,90,61,67,212
23,78,89,68,54,207
21,94,100,103,83,167
16,91,110,79,106,173
22,105,52,104,105,150
20,107,62,106,56,305
16,62,70,102,52,192
20,72,71,83,100,228
16,95,69,69,92,261
16,68,51,87,87,223
19,69,71,109,63,268
15,54,71,73,81,226
22,109,104,74,103,175
22,61,81,51,91,332
24,55,72,92,64,318
17,60,52,62,103,282
17,103,50,81,81,174
21,94,101,75,97,285
24,67,55,71,91,179
22,101,110,102,70,173
20,96,68,98,99,267
16,89,59,68,95,218
20,87,96,97,78,247
20,77,82,51,76,319
20,86,100,52,62,215
18,104,80,102,82,281
16,63,95,84,69,262
24,51,63,51,56,275
17,56,85,60,83,277
19,98,102,92,78,172
16,75,100,105,54,307
16,50,85,109,73,221
15,65,83,68,110,288
20,53,92,101,78,215
21,107,62,102,81,229
15,100,89,81,74,200
15,103,74,66,78,284
19,79,78,102,68,270
20,60,108,58,106,271
15,84,72,77,54,250
18,50,88,58,99,161
18,64,75,50,56,181
22,99,75,104,85,251
22,82,62,92,71,340
19,102,94,74,90,204
16,50,93,64,69,294
23,99,52,75,56,264
18,51,103,104,56,230
18,55,102,66,96,223
19,57,76,56,64,152
16,85,57,55,55,241
19,65,67,57,100,241
24,64,103,68,101,293
16,107,84,90,93,300
15,86,51,84,93,197
17,95,93,55,65,292
20,53,69,66,87,175
16,91,92,76,78,156
23,85,53,76,85,190
21,85,75,68,69,164
17,56,76,52,89,206
22,108,80,109,105,240
23,97,87,82,71,242
17,57,68,57,75,215
20,78,50,53,97,180
20,110,94,88,84,218
18,53,109,72,54,178
21,73,63,56,91,331
15,96,87,63,61,313
17,110,101,102,71,169
23,52,103,104,72,160
16,74,64,67,97,204
22,106,89,57,106,284
21,83,94,103,105,306
19,107,90,95,93,242
16,79,83,110,78,299
21,83,51,60,94,303
15,64,93,70,106,253
20,106,104,79,86,306
20,53,55,54,76,269
22,56,90,104,73,281
19,94,58,91,59,177
21,95,94,81,67,152
23,91,58,68,77,187
23,95,59,100,71,213
17,59,59,99,94,292
15,74,90,92,81,171
20,82,71,92,83,166
19,51,80,102,51,156
18,76,53,74,51,157
24,103,54,70,55,261
22,66,99,95,86,234
16,107,106,89,80,331
19,84,102,84,69,197
24,61,76,95,86,261
18,67,76,93,90,230
17,76,83,83,99,306
16,63,78,86,92,153
22,72,86,53,74,335
23,100,72,72,69,194
17,98,92,109,102,164
20,54,59,55,58,188
20,106,61,57,61,216
19,95,69,71,85,228
17,81,89,85,70,177
24,55,80,50,71,317
16,66,58,99,107,206
22,85,70,51,66,164
21,92,51,60,65,324
16,56,56,82,101,212
21,106,102,85,97,179
21,85,66,72,99,234
18,94,53,54,79,204
16,57,64,51,97,273
24,104,76,106,52,329
20,95,98,62,67,164
23,71,87,108,62,153
21,83,105,56,72,255
21,104,63,99,72,161
21,50,74,53,53,178
20,70,62,108,51,169
16,74,53,95,82,308
15,51,58,58,88,275
22,77,81,77,78,239
16,83,85,101,109,182
23,105,53,80,78,327
22,67,71,73,84,221
16,110,76,88,92,327
19,96,75,109,66,166
23,55,79,101,74,274
19,101,101,88,69,161
18,103,52,79,90,334
15,81,96,68,104,217
18,59,80,62,66,284
16,59,50,109,71,172
22,99,105,64,79,171
20,52,64,58,107,168
17,65,60,94,105,261
16,107,62,64,67,281
18,72,93,94,94,228
18,85,56,66,86,249
16,100,58,110,92,197
16,67,101,61,76,288
17,91,55,78,84,193
22,71,86,52,70,206
18,80,89,91,87,263
18,94,99,72,67,161
23,91,95,104,107,333
22,73,83,98,62,205
20,76,51,77,103,318
21,84,68,53,98,234
24,103,110,58,59,232
19,107,69,74,65,308
23,96,62,85,75,242
17,79,81,64,104,279
16,64,74,75,97,152
21,74,55,105,88,237
21,63,81,80,81,251
19,86,64,69,70,307
16,100,62,92,86,260
19,69,104,51,52,229
16,105,80,74,53,315
20,80,104,80,84,158
19,85,107,71,96,274
21,110,99,106,60,262
18,82,80,105,54,225
20,92,75,80,60,227
21,85,63,65,75,209
21,56,69,88,105,307
21,110,76,105,69,266
16,53,105,61,104,227
18,61,103,103,99,186
22,66,85,72,108,212
20,78,73,96,107,195
15,91,60,75,82,268
17,63,85,60,57,164
23,50,58,57,61,279
16,99,60,77,103,271
16,63,51,50,55,282
15,51,52,99,84,233
18,52,63,96,63,207
21,68,82,108,81,272
17,55,91,101,64,182
23,56,107,85,85,156
24,72,84,100,71,301
18,108,104,86,76,181
21,59,61,86,76,299
23,76,75,59,104,169
20,71,92,103,61,166
17,53,105,92,66,305
24,100,108,55,54,254
21,59,74,95,74,217
21,88,104,88,53,309
19,70,61,85,100,328
19,53,75,52,74,156
18,64,107,52,94,206
15,88,95,66,67,210
23,93,96,55,81,245
18,67,82,83,91,153
18,98,98,58,84,240
21,78,89,50,82,339
17,107,94,86,104,220
21,102,72,101,94,264
21,65,74,81,107,198
17,85,99,55,60,170
20,102,84,63,54,228
22,85,80,102,70,209
23,70,60,52,89,239
23,90,71,93,77,233
16,108,91,72,88,187
21,105,105,63,86,216
19,81,59,77,86,185
18,97,99,60,77,272
18,105,53,65,61,162
21,54,52,99,63,171
18,85,105,65,104,201
23,51,79,66,59,265
18,50,98,77,65,245
20,98,51,60,105,226
22,78,80,106,60,202
16,59,85,93,56,323
19,70,74,94,106,236
19,88,87,51,67,194
16,109,74,108,66,206
19,64,92,73,108,154
20,104,85,108,72,260
17,104,54,71,70,336
16,97,104,80,106,286
20,94,104,61,110,301
22,55,52,88,78,245
21,64,100,92,66,268
21,54,66,53,87,219
22,56,65,71,71,192
21,73,89,86,107,224
19,50,57,107,64,250
20,68,57,52,61,332
20,67,66,102,60,308
17,79,103,57,65,266
16,52,52,63,82,237
19,103,78,58,54,288
23,51,69,96,104,280
21,68,58,104,70,206
16,73,61,56,106,259
24,51,100,56,98,258
24,87,64,59,68,328
19,79,77,104,93,302
24,98,78,110,65,157
15,95,67,54,67,250
21,90,72,88,94,194
22,53,56,80,106,247
15,70,53,109,62,225
18,82,50,103,63,226
15,76,52,91,89,305
21,86,83,99,65,173
22,107,83,57,98,331
22,73,105,90,100,231
15,73,85,108,73,284
22,72,105,68,55,293
17,74,72,82,69,290
23,107,89,60,75,337
19,90,92,104,90,188
15,102,101,87,97,161
21,94,59,72,65,273
23,54,64,65,78,156
16,95,57,79,99,236
15,82,84,71,70,265
18,99,58,85,110,268
15,104,63,54,60,208
20,108,53,77,95,289
19,55,66,85,67,160
19,61,66,53,102,337
22,97,50,53,105,165
17,57,58,54,90,179
21,90,82,50,98,180
22,98,67,65,73,186
21,94,97,88,58,298
17,57,72,52,53,230
17,108,94,50,94,261
21,74,92,100,64,191
15,92,81,105,68,157
17,85,73,66,71,309
23,79,80,97,87,174
17,110,96,73,80,338
18,51,106,99,58,313
23,58,97,80,71,265
21,86,55,108,57,292
16,95,63,70,96,244
22,81,72,80,95,169
24,60,80,88,108,254
18,54,77,87,53,323
22,85,78,76,103,178
16,90,96,103,85,164
21,96,101,101,101,337
18,88,70,60,100,154
15,87,92,66,88,313
15,86,82,53,104,322
23,97,53,73,71,231
19,65,92,103,83,216
15,51,72,52,105,273
15,68,64,63,92,159
21,79,77,105,93,193
15,85,68,103,68,158
23,67,73,78,97,164
22,108,77,95,100,261
17,97,100,82,51,291
22,106,50,108,74,218
17,61,82,93,90,173
19,84,107,88,103,191
22,94,103,53,65,339
15,70,61,72,95,277
18,100,84,100,77,302
17,101,50,101,86,237
23,105,63,94,62,172
21,62,76,55,94,209
21,57,82,63,58,176
20,94,59,68,106,249
21,64,61,101,55,236
22,51,56,73,104,264
21,83,93,75,80,339
22,66,99,96,90,237
16,73,53,87,89,314
21,63,71,62,93,318
23,50,71,102,110,298
18,87,73,106,87,290
18,64,110,51,105,248
22,105,87,68,60,156
15,50,96,63,98,258
20,70,101,56,93,179
24,74,74,84,99,185
15,94,93,51,66,234
21,97,52,80,71,219
16,65,99,62,51,234
19,95,81,109,79,286
16,55,80,73,76,316
15,66,80,52,105,174
18,76,89,80,88,258
17,102,63,102,91,292
21,52,68,106,59,246
18,106,90,77,84,159
24,55,76,58,101,282
23,61,103,56,53,164
24,110,110,77,106,316
17,81,67,69,83,214
16,50,72,78,51,283
24,54,58,105,51,169
17,78,87,89,96,248
20,93,88,104,102,301
19,69,86,98,71,268
19,100,96,62,79,246
21,101,59,91,108,311
19,61,75,105,88,240
17,101,64,67,61,233
22,88,107,77,106,323
22,67,79,61,88,175
15,57,101,104,94,328
20,82,74,60,65,207
17,57,65,74,108,210
21,99,103,107,95,250
16,67,82,67,88,281
19,102,85,62,109,169
21,87,109,63,59,275
19,78,80,103,57,284
24,82,72,56,92,202
15,106,109,83,67,338
19,76,99,61,99,201
20,96,110,74,95,276
16,102,97,105,93,251
22,100,96,51,70,310
17,97,59,71,51,182
24,88,92,100,106,157
23,100,51,60,93,278
17,107,51,75,106,269
20,71,63,107,59,244
19,98,52,68,93,201
19,100,75,54,56,241
15,101,80,65,70,229
20,67,95,77,71,205
24,76,91,97,99,301
20,82,77,90,110,170
20,67,101,82,69,153
22,87,89,83,85,202
21,58,59,67,97,340
23,69,96,65,84,229
23,105,79,106,88,200
16,84,79,86,66,260
21,91,100,100,59,338
18,73,101,96,75,271
22,65,61,108,81,285
20,65,110,65,57,279
19,99,79,73,79,288
23,71,107,70,106,313
17,57,96,81,80,254
16,73,78,51,50,275
16,90,69,78,58,249
20,86,84,68,55,237
19,71,61,108,100,274
16,83,99,89,52,265
16,52,97,92,89,200
24,110,103,60,58,220
16,76,68,80,84,307
19,99,98,62,70,187
24,85,93,67,108,286
19,88,101,77,102,323
19,76,98,53,61,246
16,70,75,102,74,208
15,66,92,66,63,203
23,62,70,55,79,244
17,50,90,82,96,250
15,69,85,51,86,151
21,83,52,54,61,247
23,73,91,54,71,150
15,81,54,61,100,340
20,63,100,64,53,195
23,97,72,57,85,220
20,84,63,86,103,178
23,70,50,51,88,240
18,66,67,64,50,204
16,78,87,92,101,189
22,92,77,65,107,283
15,99,83,85,65,278
23,87,66,71,76,241
18,69,101,82,87,187
17,95,51,88,72,229
18,88,53,50,90,318
24,101,104,75,67,191
20,100,104,76,90,311
20,58,85,71,71,299
22,100,55,94,57,298
16,59,92,81,76,251
23,108,50,99,98,228
21,105,79,84,101,187
16,107,101,63,80,197
23,64,52,100,75,321
16,73,69,59,61,255
19,104,72,107,105,242
23,75,90,88,109,245
16,70,68,93,54,255
22,98,54,81,97,322
23,84,55,110,66,339
22,90,97,71,108,270
20,62,100,76,101,198
24,106,51,74,95,229
16,51,93,99,90,293
20,53,56,70,110,315
18,104,75,50,109,266
15,107,56,88,106,186
20,79,58,55,73,271
15,77,101,87,102,322
16,92,69,63,77,191
20,63,70,58,52,261
15,89,103,88,82,216
21,80,110,108,108,300
23,58,51,96,56,171
17,84,104,92,76,283
18,52,88,106,85,254
16,67,87,81,63,251
23,105,90,52,52,271
15,90,108,53,93,288
16,54,97,79,97,166
18,87,97,50,69,173
24,104,100,77,104,293
16,56,71,64,62,300
15,106,87,104,52,261
16,73,64,96,62,171
24,59,74,107,59,231
24,75,76,102,98,212
16,63,50,103,102,214
18,50,62,83,63,215
24,89,59,92,57,163
17,61,53,95,101,286
22,92,91,70,98,270
23,74,71,94,50,164
19,75,80,81,81,256
22,108,50,67,82,329
20,52,104,67,98,223
23,77,107,53,89,236
21,97,100,97,98,274
23,60,110,87,53,337
16,78,50,84,107,258
23,55,73,103,86,162
23,79,82,63,72,189
15,84,100,103,101,213
18,83,96,83,57,164
20,102,76,72,92,251
23,106,110,73,87,224
24,89,88,86,67,152
15,94,68,105,78,306
15,58,69,68,97,193
21,104,57,69,100,157
18,84,63,90,63,252
18,92,54,84,62,323
19,98,108,98,57,208
24,104,65,71,91,212
21,98,62,62,75,230
17,55,50,95,105,217
22,65,82,88,84,231
16,99,87,64,77,339
15,94,81,90,56,172
22,76,110,90,74,296
19,97,58,76,78,267
24,79,103,66,106,226
15,105,98,102,69,207
22,68,97,83,97,228
18,73,52,56,106,247
19,54,88,55,109,254
24,65,94,107,58,278
20,102,87,94,106,173
18,53,94,91,92,282
21,80,98,62,76,329
15,79,105,90,61,244
15,98,82,72,102,268
24,98,69,53,83,222
20,86,97,97,54,179
19,101,67,88,97,199
17,96,64,55,105,193
20,82,63,62,86,172
19,100,97,91,80,317
17,80,69,103,104,319
23,97,58,101,79,249
23,60,66,106,84,158
23,78,103,61,97,218
20,100,53,88,85,292
18,102,90,71,53,254
18,67,79,92,68,179
17,99,56,68,52,289
19,85,61,95,91,320
17,62,59,59,80,260
15,100,103,65,75,232
15,65,74,97,53,163
17,92,58,60,105,241
15,61,72,85,50,267
20,50,81,50,65,227
21,50,106,66,108,278
23,53,109,74,70,270
22,64,64,98,109,151
16,60,51,97,86,282
17,56,62,77,66,192
23,81,72,87,60,191
21,76,73,92,104,258
20,96,50,59,51,204
18,59,62,64,94,265
21,85,65,66,103,339
18,79,53,89,64,317
16,86,92,65,81,206
18,60,93,109,60,152
24,62,94,89,79,322
20,88,54,76,98,301
24,103,97,88,53,260
15,97,96,66,58,334
15,83,107,59,69,239
24,50,80,58,96,316
16,73,93,80,74,228
15,69,91,84,100,248
15,95,107,94,86,187
18,74,96,88,66,308
18,78,85,87,97,233
20,91,73,78,83,286
18,70,106,62,77,269
20,107,54,72,95,157
24,109,54,103,92,161
21,54,68,84,72,219
23,86,99,104,82,234
16,97,101,86,93,281
19,82,106,104,54,339
21,87,101,79,69,182
15,60,76,68,65,229
23,63,100,92,77,269
24,82,101,66,50,309
21,110,86,59,50,255
16,63,97,101,100,319
18,77,62,55,95,236
19,69,101,109,86,150
17,57,71,103,80,319
15,53,90,108,92,294
15,90,87,69,90,165
20,109,106,50,78,208
18,106,59,67,67,226
19,107,108,55,68,176
15,107,71,107,107,280
19,72,95,64,67,254
16,56,99,51,63,311
17,87,70,72,83,258
22,102,87,67,65,260
15,86,84,66,84,228
19,75,107,68,67,312
19,105,92,98,61,233
15,97,90,92,106,204
17,61,83,89,86,179
24,90,98,99,100,334
24,53,98,90,65,226
18,68,72,82,88,308
20,79,94,73,97,189
15,55,95,71,106,223
20,109,68,109,57,327
17,59,108,91,57,177
15,60,55,107,82,253
20,109,105,89,88,309
20,90,108,107,57,244
20,88,73,57,99,289
22,103,59,56,101,159
24,97,90,51,69,320
19,51,52,58,71,273
17,102,56,69,91,159
21,97,92,65,52,256
23,106,100,54,54,319
24,69,81,57,68,192
20,81,52,61,62,219
21,80,51,89,97,166
21,69,76,105,53,212
22,92,77,107,51,169
21,56,75,74,81,199
18,79,100,92,66,332
17,61,97,105,59,222
15,87,86,65,90,292
15,69,58,85,84,211
21,103,95,81,59,238
24,89,79,78,94,173
15,88,76,100,91,303
17,76,68,110,52,168
19,55,95,95,83,230
22,96,66,103,99,225
20,79,109,66,101,316
17,102,80,81,61,272
22,83,109,64,71,243
18,88,110,72,81,300
16,108,108,50,80,289
18,99,99,88,80,175
22,86,76,99,95,184
17,99,74,81,79,265
18,89,97,106,100,244
15,65,85,58,79,158
24,88,110,83,57,279
17,75,72,52,101,194
23,86,63,91,89,160
15,82,83,50,97,314
17,95,88,62,77,250
18,70,62,82,98,295
21,80,104,83,85,303
20,108,70,104,110,299
23,60,65,57,55,239
16,100,70,67,95,292
21,88,76,61,57,283
17,85,80,80,107,220
16,59,102,110,89,161
18,93,67,79,89,254
19,91,82,91,74,251
17,69,71,88,70,327
18,87,94,57,54,187
15,55,57,67,72,276
15,80,75,104,59,209
16,75,76,89,88,153
17,68,108,68,80,196
17,52,68,105,91,247
24,63,70,55,56,221
20,55,86,78,82,222
18,50,96,65,79,259
24,101,63,50,64,169
24,106,76,71,70,326
23,77,62,50,70,317
16,76,64,86,75,261
24,98,86,59,70,172
21,82,77,68,105,187
20,54,90,92,68,260
23,67,56,90,67,194
24,82,93,55,56,311
16,103,58,82,78,166
16,90,70,103,97,293
23,90,95,109,105,307
18,78,86,85,79,325
24,68,60,59,88,287
22,105,97,78,83,163
16,63,104,74,84,271
15,57,95,105,66,159
19,98,53,105,58,208
18,52,101,57,83,310
15,84,93,51,52,172
16,55,109,53,82,209
17,103,102,106,103,171
23,88,70,96,109,274
16,89,100,100,50,327
20,73,88,107,102,190
19,105,97,54,89,207
19,66,108,74,77,307
18,58,91,95,92,237
23,93,62,98,73,272
22,61,71,80,79,219
21,60,109,70,70,196
17,74,63,64,79,282
17,60,91,65,59,304
17,70,50,66,109,237
15,75,60,110,53,213
24,72,106,57,94,312
18,106,90,51,92,336
21,80,107,95,64,247
17,63,109,54,96,311
21,88,63,95,105,174
18,88,73,86,94,271
24,74,106,98,82,185
15,108,53,53,56,239
16,70,91,88,101,255
20,104,100,76,99,198
18,96,90,71,104,216
23,81,51,89,92,213
16,94,77,100,97,192
20,55,55,108,77,224
23,87,55,60,71,179
21,103,77,63,60,211
17,75,87,53,53,182
15,102,98,88,73,223
21,92,83,65,94,336
24,90,55,107,83,201
23,84,89,55,102,259
23,72,70,70,78,239
21,52,53,71,75,178
15,69,107,100,92,303
20,50,80,97,103,161
16,75,58,63,51,174
19,64,107,98,73,187
20,98,106,86,60,226
15,50,56,99,78,193
19,100,66,87,109,169
22,53,60,75,97,327
19,53,80,66,58,270
23,66,58,89,66,307
17,56,67,110,93,337
20,61,64,71,54,248
18,74,52,95,63,159
21,51,63,55,76,154
17,84,100,79,69,166
23,105,106,103,92,196
23,73,90,73,108,297
23,54,64,72,95,215
18,80,65,100,62,300
20,52,51,96,98,164
23,66,95,95,67,186
15,110,77,87,110,279
17,70,84,97,67,287
20,77,82,69,95,196
16,88,91,104,99,307
22,103,65,96,94,237
18,95,75,83,78,300
20,92,106,91,60,160
20,100,65,93,83,221
17,79,80,72,89,155
19,51,59,75,94,257
18,62,85,79,90,179
16,106,53,97,59,224
23,64,76,54,72,179
18,108,105,52,69,282
15,62,73,55,77,233
23,78,88,71,64,218
17,108,92,63,84,294
23,53,99,71,68,153
19,66,80,93,92,215
22,97,50,53,68,242
